0,1,2,3,4,5,6,7
0.00011344232,4.822206,1.3334852,1e-16,0.48525184,10.064706,0.055841908,2.1824647e-13
1e-16,11.53699,4.2600753e-14,2.952214e-08,0.0001702802,9.5977745,1e-16,1e-16
1.4766552,0.75482774,5.1119223,4.4081063,0.26187262,5.633409,5.1165524,0.59095156
0.1022769,4.356831,1.5572258,1e-16,0.013033752,14.558274,0.30634528,1.7794982
0.822985,3.928405,1.7021176e-14,1e-16,1.3248112e-05,4.2754164,0.04969697,0.19465613
1.3837886,0.2313413,2.8683348,1.3311694,0.00010206828,0.36935934,1.8646904,0.46511295
0.17673036,1.470308,1.267726,0.02356896,11.389518,0.0042017787,0.0049836384,2.2967243
0.47128752,2.5384696,0.17860153,0.017064264,1e-16,6.7327585,0.000181753,1e-16
1e-16,3.7767704,3.0845509,0.028219268,0.38220307,0.6265172,0.09569001,1e-16
1e-16,2.503793,4.1991074e-15,1e-16,0.045620184,6.898327,1e-16,0.16032179
5.6389055,4.195575e-08,3.2817237,1e-16,1.311896,4.5901027,1.913638,6.590844
0.3896457,2.3381634,2.7979198,0.00063390017,0.00745097,0.34910545,0.33251104,0.24096836
1.2951123,1.0328664,0.75311536,0.25689796,4.1393394,0.39644858,0.6237022,0.7660767
0.14056256,0.14087316,1.0268902,1e-16,3.1787546,0.75903726,0.11033363,1.6274984
0.26061758,2.837609,4.6680813,0.096925795,0.17411065,0.26455307,0.29797482,0.7779915
1e-16,6.452016,1.6710786e-15,1e-16,1e-16,6.27502,0.06409471,0.698627
1.5410489,3.1593702e-06,7.253146,5.3613477,2.0177438,2.319827,3.2022386,2.3246489
0.29492164,5.055232,4.3198752,6.371899e-05,0.38627264,2.9210138,0.7666311,0.58284134
0.4505971,3.3730943,3.1177535,0.3040179,0.9900434,0.38153848,0.33918297,0.89861137
0.4937481,2.9508648,3.2392437,1e-16,0.3000428,1.3411752,0.38697138,0.4206991
0.32509297,3.027384,1.79402e-06,1e-16,9.127671e-09,8.3665695,0.08527234,1.5496536
0.6300771,0.5334697,1.5200908,1.2493569,0.15349399,1.1636637,1.2034838,1.3987893
5.2937593,0.00087741995,2.3591728,20.745441,4.1227673e-07,0.99886733,6.916807,2.8015884e-05
0.0048170667,1.6210619,1e-16,1e-16,17.678747,0.16997346,0.17332041,1.222672
1e-16,1.1571319,2.0521336,1e-16,1e-16,10.884569,1e-16,1e-16
0.9868022,2.6363335,0.5168255,0.082983196,0.27215573,8.933457,0.028656367,0.08156173
0.736382,2.3003426,0.1785938,1e-16,1e-16,7.2873354,0.033453036,6.21903e-13
1.0395463,4.7055464,1.0426308,1e-16,1.5823501e-10,7.0073056,0.0027978842,1e-16
0.065804526,6.251855,3.8398912,0.3339852,0.11044159,1.4132355,0.16643074,0.31240118
0.031968236,3.104473,6.6632357,1e-16,0.3456865,2.1215556,0.46194765,0.63428813
1e-16,13.922077,1e-16,1e-16,1e-16,10.678072,1e-16,1e-16
0.36720112,8.468662,0.023622004,1.10292316e-13,1e-16,10.402882,0.04414416,1e-16
5.8521873e-05,11.113331,7.6026196,1e-16,0.5151216,4.6571198,0.40694317,1e-16
2.4130645e-06,2.972195,8.763126,0.124498844,0.20487516,2.5150704,0.13817702,5.01122e-16
0.10166499,1.3064225,1.570443,0.4258452,0.2802888,1.1792489e-14,0.18493727,0.34477672
0.49185157,4.1956487,0.28401947,0.038112905,1.7553118e-15,9.870236,0.07395206,0.61317116
0.12928487,0.5097602,1.3462554,1e-16,0.101709336,1.552217,0.14829147,0.2164769
5.375779e-05,0.5309477,1.1700783,1.452134,0.025907326,2.3281734e-08,6.1263556,2.7404327e-16
0.4782758,1.6525358,4.338695,0.47709525,0.42830604,0.9771198,0.18627648,0.11457513
4.642238e-15,1.5502956,0.25006622,1e-16,3.793512e-13,4.588907,0.10939825,1.0583619
0.0016145695,1.5328588,2.0851143e-08,23.226559,0.054425504,1.3771797,18.066267,4.361273
1.3315443,1.2434347,2.0330489,1e-16,1e-16,11.133906,1e-16,1e-16
0.5004238,2.6318042,0.30358857,0.032859307,9.561777e-15,8.75561,8.1722615e-12,1e-16
1.0296804,1.1331241,1.3796905,0.64291096,0.5311274,1e-16,1.271863,1.5939296
0.10647742,4.3667674,3.6376534e-07,7.3254474e-16,7.653436e-06,8.146966,0.06477947,0.17779283
1.0234487,0.30274263,1.9100182,7.8712606,0.2950085,4.8328695,10.989814,0.8505463
1.3234982,3.399539,5.6281986,2.2606156,0.00012392495,1.9583821,3.1711612,0.76368326
8.813064e-12,1.9865308,3.767804,0.34048986,0.22843803,1.1079997,0.49577454,0.20354302
0.82509685,0.9881938,2.3560662,1e-16,3.0722585,1.0912541,0.119649805,1.5295491
1e-16,1.1232091,1.2873604,1e-16,2.1834075,0.6878827,0.069888026,0.27660125
0.65786386,3.65125,0.76544374,0.06548048,1.5512872e-12,5.45269,0.14166933,0.048737857
0.21676782,1.1081886,0.5387973,1e-16,2.149948,1.9873567,0.11502476,0.6585808
0.33058107,2.0033836,0.074321546,1e-16,1e-16,5.6593556,1e-16,6.810824e-15
0.5810358,4.6776366,4.796037,0.13845375,0.6518617,2.9154442e-08,0.9728974,0.8351366
0.6664676,2.659689,2.4822433,0.34727165,0.5598581,1.469489,0.52076423,0.7740309
1.4980121,3.1470513,0.9831494,1e-16,32.727627,1.2898256,0.44542342,1.77578
0.9337863,3.764782,10.133613,2.4617548,0.0002893555,0.4556846,1.6630166,0.2892718
0.18138249,1.7864215,7.096422,0.10157213,0.077816844,2.5400355,1e-16,1e-16
1.7232896,2.5197432,2.5913913,1.6847262e-14,0.003346692,9.573153,0.49723718,0.37992495
1e-16,5.5029745,6.529911e-09,1e-16,1e-16,6.605341,1e-16,2.4937336e-15
0.8049527,0.40452155,2.0511003,6.3377895,0.123123236,0.57257074,5.7360873,0.7358441
11.533947,17.17137,19.509008,8.923956,1.7176594,5.0201447e-06,11.702831,2.9318495
0.10779446,5.1169567,7.5900865,0.028221196,0.07533848,9.25762,0.36934245,0.21196643
0.17764947,1.3669256,1.5956081,0.0004143548,1.5182934e-06,0.36028945,0.3016877,0.018002188
2.358362,0.70684975,1.0731264,25.492744,4.985077e-05,0.047063567,15.4898815,3.4544983
0.15599704,9.023085,3.313425,0.2623846,0.5524489,0.84588873,1.1909773,1.7214202
8.72447e-14,6.244466,1e-16,1e-16,1e-16,4.3967986,1e-16,1e-16
116.9063,0.2710973,0.796857,2.375606,0.021759242,7.875601e-06,0.28838262,0.38272572
1.095967e-07,1.4870749,4.524749,1.0496566e-10,0.16782437,0.9946619,0.28558016,0.225883
0.52510476,5.82174,0.53937167,1.4196664e-05,1e-16,10.218657,0.47659484,0.63033843
1e-16,1e-16,3.0373676,1.0080136e-09,1e-16,12.741852,1e-16,1e-16
1.1443869e-05,0.3429646,0.8038876,5.247024,2.8921233e-06,0.7845303,13.833999,4.082984
1e-16,0.9410617,2.8804073,3.6308877e-05,1.3610449e-09,0.2530321,0.32776687,0.8188583
1e-16,5.4859514,0.49350795,1e-16,1e-16,14.735156,1e-16,1e-16
0.2622905,0.28702724,0.6022476,1.735334e-06,3.6636925,1.4782294,0.3903186,0.9106782
1e-16,4.00399,2.607059,1e-16,7.813605e-13,1.0661701e-06,1e-16,0.20250432
0.21750338,1.7681264,3.4222524,7.763127,0.26058942,1.9952497,12.237698,1.5146654e-09
0.24053471,0.54605937,1e-16,1e-16,13.470797,0.21977013,1e-16,0.6819539
2.0252442e-09,1.2161639,1.0878702,1e-16,3.8431938e-07,9.27945,9.04667e-15,0.26873067
1.3951534,4.9471662e-09,0.5467069,0.37175757,32.792118,0.38622594,0.469156,5.4323463
2.3606956,1.6817385,2.4843032,0.42061543,0.47252184,1.7676411,6.7380915,0.44155678
0.38835236,5.1077347,5.0324283,0.11362165,0.6948424,6.1431704,0.45862925,1.1377662e-15
1e-16,2.1486065,6.5294824,1e-16,1e-16,3.3376346,1e-16,1e-16
1.3069364,4.744656,0.09823259,1e-16,1.0104856e-10,18.784615,0.28086388,2.281112
3.8624704e-11,1.9481965,7.362394,1e-16,9.919451,3.6271393,0.4045629,1.999836
2.0929947,5.8804927,4.802908,3.2360225,0.3977288,4.817696,3.3145564,0.50834143
1e-16,1.6269326,1.6337177,1e-16,0.037406716,6.8880115,1e-16,0.39885315
0.15425937,3.1597784,5.644491,1.8717734,0.48023206,1.1211418,1.1069283,1e-16
0.05106075,4.558832,1.1530277,1e-16,0.04243497,10.227077,0.20323104,0.5433279
1e-16,3.044446,1e-16,0.005613118,0.012335393,6.621994,1e-16,3.5397015e-16
3.9774604e-06,7.245852,2.5724523,2.6786436e-05,2.0677282e-06,11.273979,0.15584198,2.6046446e-11
0.71589655,1.0809318,1.9899182,0.6763109,0.6094388,8.330287e-13,1.296274,0.61136174
1.5304484,7.3554336e-05,1.5900071,0.05684542,10.8357725,0.0010829669,0.20761818,5.565904
4.986701,0.6277835,0.77964765,9.635805,0.70764273,0.1015585,14.746497,4.6948357
0.7382027,1.8814601,1.1512117,5.097766,0.9831741,2.673649,10.910807,0.34721065
3.2918533e-14,0.7749127,4.253162,1e-16,5.391347,1.6547997,1e-16,8.232539
2.6451094,1.3668727,1.4657235,6.273091,1e-16,2.1870788e-13,0.033752203,3.294187
0.46235162,1.3007811,3.7859225,0.24479541,1.7954209,1.0217239,0.31714404,1.0942008
0.0039501674,3.047266,9.6852,1e-16,23.132359,14.913834,0.60514104,2.4774997
0.22659364,0.32389086,2.087213,1e-16,0.2861435,1.1606048,0.2529202,0.058424994
0.0539984,2.208242,0.110838726,1e-16,0.35864928,11.4452505,0.26521897,1.4672482
0.0001848807,1.6114492,2.4800742,1.9783809e-05,0.32157603,0.18539383,0.2015566,0.064621255
1e-16,1.8296361,2.6770074,0.09551132,1e-16,0.8914161,0.10759601,1e-16
0.23040894,7.768369,0.70594984,0.1297026,1e-16,10.924101,1e-16,1.5448213e-13
0.5784044,0.98552847,0.85617036,0.24609374,0.6943259,1.3429216,0.5458972,0.0135605335
3.2853994,5.814463,12.030227,0.8538754,2.7861466,3.3746278,2.8118987,2.1869133
0.5974532,1.5816919,3.052805,1.9306107,0.61380583,1.5393711,1.0198464,1.946
1e-16,0.5430728,0.33689576,1e-16,0.8572369,1.363148,0.11188603,0.24225874
1.3774508,5.4980264,4.601829,0.13185647,0.9695639,2.6888967,1.8053828,3.3788302
1.0184689e-07,2.0422122e-09,0.88484573,17.06822,8.059684e-11,0.30970156,29.803846,1.1903003
18.478535,0.9000764,0.5522048,20.39492,0.068164915,0.6069323,2.6961234,0.4569415
0.5770182,0.79267925,3.70031,1e-16,4.217023,3.3884282,0.2217503,1.7994452
0.1648116,1.4164695,0.013055605,1e-16,0.13909915,3.0597723,0.10409188,0.22482899
0.80381024,1.716986,0.287792,0.01451222,30.56235,5.4156717e-05,0.10782443,2.7636273
4.933431,0.14470775,10.234474,5.591259e-15,8.835367,4.2379236,1.5979947,16.024466
0.17192057,0.62162745,2.117426,0.12699358,4.836199e-08,0.4127574,2.226117e-06,8.5971675e-07
0.80601776,1.6154271,0.53854644,0.5349032,22.303757,0.0038402656,0.6733847,3.7328858
1e-16,3.024272,0.0059943176,1e-16,0.13868311,4.8099356,1e-16,1e-16
0.12214589,1.102565,5.5594826,8.911962e-12,0.35440314,2.599902,0.15734474,0.078370444
0.2464604,6.9424114,1.8301064e-07,1e-16,1e-16,12.011904,0.08823984,1.4595299
0.9539898,0.3200232,10.550995,0.28507942,0.31187448,5.5863085,0.80272365,0.24321623
3.0158598,0.00020489561,3.2153878,19.363855,1e-16,1.2139392,31.558662,1.8797048
1.8706224e-06,0.22098108,0.9716382,6.5658565,0.14789252,1.1478883,14.878094,1e-16
3.0411472,2.8711703,3.0460637,10.46629,1e-16,1.7506026,8.208045,1.9651126
2.1356187e-05,3.4524713,5.376885,1e-16,0.33833018,0.31375605,0.45154423,0.50441194
1.0668167,1.5800124,2.4492574,2.269848,1e-16,5.189394e-06,0.2516232,0.65229934
2.7675622,4.75481,3.4551806,4.9897275,1.7337389,0.972951,5.856883,1.5084646
1.2370397,0.7992114,4.185747,6.47999,7.9561926e-07,4.0130086,5.9167795,0.6367167
2.9230876,0.68295175,0.14362986,17.494127,0.0034361929,0.7146045,2.16668,4.931024
1e-16,1e-16,7.49573,0.6605258,1.788164e-12,1.9025917,0.5056816,1e-16
1e-16,2.321973,0.41658044,0.020306472,0.038872305,5.6927476,0.06153913,1e-16
0.043283228,0.006651378,0.029541554,0.09127626,2.329774e-14,0.0038014085,1e-16,1e-16
1e-16,1.5648777,0.2825192,1e-16,1.1104835,1.8088413,0.05191067,0.31331068
0.1940288,5.41923,6.5519183e-13,0.01854012,0.000598461,4.636567,0.009413812,1e-16
1e-16,1.4582757,1.7854005e-07,1e-16,1e-16,10.296258,1e-16,1e-16
0.11115431,2.665716,0.20174186,1e-16,0.004235459,3.8086593,1e-16,1e-16
0.08073293,2.3299103,4.6751776,0.35170025,0.11641369,1.3450112,0.68099874,0.12763625
0.22765918,2.269642,0.046478678,1e-16,7.475383e-12,8.922185,0.695627,1.8408312
0.64959925,0.34994012,1.9384788,1e-16,2.8049872,0.7004561,0.30805334,0.28165114
0.4297974,1.8019552,4.7516165,0.382643,1.006573,0.25247544,1.0286988,1.9289188
1.8303248,0.7752583,1.2948025,8.682888,0.016909529,1.9135721,9.916953,8.3988455e-10
2.2207901,1.2084469,2.1361399,1.8846387,1e-16,4.6357303e-11,2.0310116,1.072769
0.059875157,0.025216922,1.7564317,1e-16,1e-16,0.8040343,1e-16,0.10046214
0.12748368,5.0271077,1.4030972e-07,1e-16,3.3342645e-11,9.564743,1e-16,1.9834339e-11
0.31289625,0.08920776,1.8671982,0.0087123,0.1897943,2.0422652,0.15285024,0.24276423
0.48835456,0.42801416,3.3493564,0.062954284,2.695101e-11,2.0578654,0.62262815,0.3645697
2.8996365,6.3352942,5.4970455,4.948076e-13,7.268754e-07,1.760189,1.886982,0.78334886
1.5694348,2.379994,8.499311,3.0825193,0.10732961,5.187964,4.5765824,1.2079043
0.018181503,2.4938595,2.1544821,1e-16,0.1937951,1.4350669,1.215306,4.243289
0.15118802,4.810774,4.5683146,1e-16,0.46125165,2.0767071,0.6481088,1.1326181
0.16953968,1.9502126,1.5951602,35.405334,0.010499614,0.31990302,3.4523268,1.9952133
6.4533587,0.806011,1.3197683,13.0884905,4.583737,0.9303086,3.055652,11.913769
0.33350947,0.0024385925,10.131343,0.009447909,5.1127286,13.934815,0.36221004,0.6403815
2.0272846,1.3865713,3.136136,10.209489,0.9746026,2.431796,120.37751,0.083541766
1e-16,2.4799368,0.18247488,1e-16,1e-16,5.619499,1e-16,1e-16
1e-16,1.8095064,2.5371547,1e-16,0.058804702,1.0304781,0.00011855917,1e-16
0.007536695,5.707657,0.09402162,1e-16,0.041637436,7.438262,0.15892708,0.72753394
1e-16,0.9610555,6.1582017,1e-16,0.01582872,2.3945436,1e-16,1e-16
0.5139125,3.884083,8.3854475,4.0280665e-14,0.5767073,4.592364,0.29773942,1e-16
